Normal_test_accuracy,Normal_train_accuracy,Normal_f1_score_binary,Normal_f1_score_micro,Normal_test_auc_score,Normal_train_auc_score,Normal_precision,Normal_recall,Normal_cm,SMOTE_test_accuracy,SMOTE_train_accuracy,SMOTE_f1_score_binary,SMOTE_f1_score_micro,SMOTE_test_auc_score,SMOTE_train_auc_score,SMOTE_precision,SMOTE_recall,SMOTE_cm,GAN_test_accuracy,GAN_train_accuracy,GAN_f1_score_binary,GAN_f1_score_micro,GAN_test_auc_score,GAN_train_auc_score,GAN_precision,GAN_recall,GAN_cm,SGAN_test_accuracy,SGAN_train_accuracy,SGAN_f1_score_binary,SGAN_f1_score_micro,SGAN_test_auc_score,SGAN_train_auc_score,SGAN_precision,SGAN_recall,SGAN_cm,CTGAN_test_accuracy,CTGAN_train_accuracy,CTGAN_f1_score_binary,CTGAN_f1_score_micro,CTGAN_test_auc_score,CTGAN_train_auc_score,CTGAN_precision,CTGAN_recall,CTGAN_cm
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]"
0.9818181818181818,1.0,0.9795918367346939,0.9818181818181818,0.9996785599485696,1.0,0.975609756097561,0.9836065573770492,"[[150   3]
 [  2 120]]",0.9890909090909091,1.0,0.9876543209876544,0.9890909090909091,0.9996785599485697,1.0,0.9917355371900827,0.9836065573770492,"[[152   1]
 [  2 120]]",0.9781818181818182,1.0,0.9758064516129032,0.9781818181818182,0.999651773277617,1.0,0.9603174603174603,0.9918032786885246,"[[148   5]
 [  1 121]]",0.9890909090909091,1.0,0.9877551020408164,0.9890909090909091,0.9998392799742848,1.0,0.983739837398374,0.9918032786885246,"[[151   2]
 [  1 121]]",0.9927272727272727,1.0,0.9918032786885246,0.9927272727272727,0.9998124933033322,1.0,0.9918032786885246,0.9918032786885246,"[[152   1]
 [  1 121]]"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",0.9927272727272727,1.0,0.9917355371900827,0.9927272727272727,1.0,1.0,1.0,0.9836065573770492,"[[153   0]
 [  2 120]]",0.9963636363636363,1.0,0.9958847736625513,0.9963636363636363,1.0,1.0,1.0,0.9918032786885246,"[[153   0]
 [  1 121]]",0.9927272727272727,1.0,0.9917355371900827,0.9927272727272727,1.0,1.0,1.0,0.9836065573770492,"[[153   0]
 [  2 120]]",0.9927272727272727,1.0,0.9917355371900827,0.9927272727272727,1.0,1.0,1.0,0.9836065573770492,"[[153   0]
 [  2 120]]"
0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.999946426658095,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.9918032786885246,0.9927272727272727,0.999946426658095,1.0,0.9918032786885246,0.9918032786885246,"[[152   1]
 [  1 121]]",0.9927272727272727,1.0,0.9918032786885246,0.9927272727272727,0.9998928533161898,1.0,0.9918032786885246,0.9918032786885246,"[[152   1]
 [  1 121]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]"
0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998392799742848,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9999464266580949,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9997857066323798,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9997857066323798,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998392799742848,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]"
0.9818181818181818,1.0,0.9797570850202428,0.9818181818181818,0.9993839065680917,1.0,0.968,0.9918032786885246,"[[149   4]
 [  1 121]]",0.9818181818181818,1.0,0.9797570850202428,0.9818181818181818,0.9994910532519019,1.0,0.968,0.9918032786885246,"[[149   4]
 [  1 121]]",0.9854545454545455,1.0,0.9838709677419354,0.9854545454545455,0.9994374799099968,1.0,0.9682539682539683,1.0,"[[149   4]
 [  0 122]]",0.9818181818181818,1.0,0.9797570850202428,0.9818181818181818,0.9994642665809492,1.0,0.968,0.9918032786885246,"[[149   4]
 [  1 121]]",0.9745454545454545,1.0,0.9718875502008032,0.9745454545454545,0.9992767598842816,1.0,0.952755905511811,0.9918032786885246,"[[147   6]
 [  1 121]]"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9999464266580949,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]"
0.9927272727272727,1.0,0.9918032786885246,0.9927272727272727,0.9998928533161898,1.0,0.9918032786885246,0.9918032786885246,"[[152   1]
 [  1 121]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998928533161898,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9890909090909091,1.0,0.9877551020408164,0.9890909090909091,0.9990892531876139,1.0,0.983739837398374,0.9918032786885246,"[[151   2]
 [  1 121]]",0.9818181818181818,1.0,0.9799196787148594,0.9818181818181818,0.9994642665809492,1.0,0.9606299212598425,1.0,"[[148   5]
 [  0 122]]"
0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,0.999946426658095,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,1.0,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]"
0.9927272727272727,1.0,0.9918032786885246,0.9927272727272727,0.9998392799742848,1.0,0.9918032786885246,0.9918032786885246,"[[152   1]
 [  1 121]]",0.9854545454545455,1.0,0.9834710743801653,0.9854545454545455,0.9996785599485696,1.0,0.9916666666666667,0.9754098360655737,"[[152   1]
 [  3 119]]",0.9818181818181818,1.0,0.9794238683127573,0.9818181818181818,0.9993303332261867,1.0,0.9834710743801653,0.9754098360655737,"[[151   2]
 [  3 119]]",0.9854545454545455,1.0,0.9834710743801653,0.9854545454545455,0.9996785599485696,1.0,0.9916666666666667,0.9754098360655737,"[[152   1]
 [  3 119]]",0.9854545454545455,1.0,0.9834710743801653,0.9854545454545455,0.9990892531876139,1.0,0.9916666666666667,0.9754098360655737,"[[152   1]
 [  3 119]]"
0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9997857066323796,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998392799742848,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9890909090909091,1.0,0.9877551020408164,0.9890909090909091,0.999249973213329,1.0,0.983739837398374,0.9918032786885246,"[[151   2]
 [  1 121]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9995446265938069,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9854545454545455,1.0,0.9838709677419354,0.9854545454545455,0.9989821065038038,1.0,0.9682539682539683,1.0,"[[149   4]
 [  0 122]]"
0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,1.0,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,0.9999464266580949,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,0.9999999999999999,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,1.0,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]"
0.9927272727272727,1.0,0.9918032786885246,0.9927272727272727,0.9998928533161899,1.0,0.9918032786885246,0.9918032786885246,"[[152   1]
 [  1 121]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998928533161899,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,0.9995446265938068,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998928533161899,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9890909090909091,1.0,0.9877551020408164,0.9890909090909091,0.9997857066323798,1.0,0.983739837398374,0.9918032786885246,"[[151   2]
 [  1 121]]"
0.9890909090909091,1.0,0.9877551020408164,0.9890909090909091,0.9998928533161898,0.9999999999999999,0.983739837398374,0.9918032786885246,"[[151   2]
 [  1 121]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9998928533161897,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,0.9998928533161899,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9999464266580949,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9890909090909091,1.0,0.9878542510121457,0.9890909090909091,0.9998392799742848,1.0,0.976,1.0,"[[150   3]
 [  0 122]]"
0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9996249866066645,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.999598199935712,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9996785599485696,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9992499732133291,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,0.9991428265295189,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]"
0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,1.0,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,1.0,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",0.9854545454545455,1.0,0.9838709677419354,0.9854545454545455,1.0,1.0,0.9682539682539683,1.0,"[[149   4]
 [  0 122]]",0.9927272727272727,1.0,0.991869918699187,0.9927272727272727,1.0,1.0,0.9838709677419355,1.0,"[[151   2]
 [  0 122]]"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",0.9963636363636363,1.0,0.9959183673469388,0.9963636363636363,1.0,1.0,0.991869918699187,1.0,"[[152   1]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]"
1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[153   0]
 [  0 122]]"
